title,url,description,category,difficulty,rating,provider,resource_type,skills,field_tags,search_text
"Strategic Leadership: Impact, Change, and Decision-Making Specialization",https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,"Become a Better Business Leader Today. Using Professor Sydney Finkelstein's renowned research into the art and science of leadership and years of experience working with managers and executives around the world, this specialization will help you build the wisdom and skills you need to grow and change as a leader—and as a person.",Business,Unknown,4.9,Coursera,Specialization,"Career Fulfillment, Self Awareness, Personal Development, reflection, Learning from Failure, Strategic Leadership, Change Management, Leadership Development, Learning, Decision-Making, Management, Learning How To Learn","Business, Management, Marketing, Entrepreneurship",strategic leadership impact change and decision-making specialization become a better business leader today. using professor sydney finkelstein s renowned research into the art and science of leadership and years of experience working with managers and executives around the world this specialization will help you build the wisdom and skills you need to grow and change as a leader and as a person. business unknown coursera specialization career fulfillment self awareness personal development reflection learning from failure strategic leadership change management leadership development learning decision-making management learning how to learn business management marketing entrepreneurship
Strategic Management - Capstone Project,https://www.coursera.org/learn/businesscap?specialization=strategic-management,"In this capstone project course, we revisit the strategy controversy at e-Types, introduced in the first course in this specialization, Strategic Management, and further analysed in each of the subsequent courses, Strategy Formulation and Strategy Implementation. After revealing, examining, and analyzing what happened at e-Types, we turn to a new set of strategy cases that range in terms of company size, geography, and focus. For your final project, we ask YOU to apply everything you have learned in this specialization to analyze your choice of one of these four situations.",Business,Unknown,4.6,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",strategic management - capstone project in this capstone project course we revisit the strategy controversy at e-types introduced in the first course in this specialization strategic management and further analysed in each of the subsequent courses strategy formulation and strategy implementation. after revealing examining and analyzing what happened at e-types we turn to a new set of strategy cases that range in terms of company size geography and focus. for your final project we ask you to apply everything you have learned in this specialization to analyze your choice of one of these four situations. business unknown coursera course business management marketing entrepreneurship
Strategic Management and Innovation Specialization,https://www.coursera.org/specializations/strategic-management,Manage 21st Century Business Strategy. Develop and implement an innovative business approach in just three courses.,Business,Unknown,4.7,Coursera,Specialization,"Strategic Management, Strategy Implementation, Strategic Thinking, Business Strategy, Strategic Planning, Decision-Making, Performance Management","Business, Management, Marketing, Entrepreneurship",strategic management and innovation specialization manage 21st century business strategy. develop and implement an innovative business approach in just three courses. business unknown coursera specialization strategic management strategy implementation strategic thinking business strategy strategic planning decision-making performance management business management marketing entrepreneurship
Strategic Organization Design,https://www.coursera.org/learn/organization-design?specialization=competitive-strategy,Strategic Organization Design will introduce new topics and modules with even more real world examples and opportunities for student interaction than its predecessors Competitive Strategy (https://www.coursera.org/learn/competitive-strategy) and Advanced Competitive Strategy (https://www.coursera.org/learn/advanced-competitive-strategy).,Business,Unknown,4.6,Coursera,Course,"Organization Design, Strategic Management, Business Strategy, Organizational Structure","Business, Management, Marketing, Entrepreneurship",strategic organization design strategic organization design will introduce new topics and modules with even more real world examples and opportunities for student interaction than its predecessors competitive strategy https www.coursera.org learn competitive-strategy and advanced competitive strategy https www.coursera.org learn advanced-competitive-strategy . business unknown coursera course organization design strategic management business strategy organizational structure business management marketing entrepreneurship
Strategic Planning and Execution,https://www.coursera.org/learn/uva-darden-strategic-planning-execution?specialization=business-strategy,"Avoid the pitfalls of strategy planning and execution with the tools and skills from this course. In this course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, you'll learn the pillars of strategy execution--analysis, formulation, and implementation--and how to use the 4A model to effectively approach strategy execution. Finally, a panel of leaders from entrepreneurs, nonprofits, and industry, share their expertise gleaned from years of successful strategy planning and execution.",Business,Unknown,4.7,Coursera,Course,"Strategy Implementation, Strategy Formulation, Business Strategy, Business hypothesis testing","Business, Management, Marketing, Entrepreneurship",strategic planning and execution avoid the pitfalls of strategy planning and execution with the tools and skills from this course. in this course developed at the darden school of business at the university of virginia and taught by top-ranked faculty you ll learn the pillars of strategy execution--analysis formulation and implementation--and how to use the 4a model to effectively approach strategy execution. finally a panel of leaders from entrepreneurs nonprofits and industry share their expertise gleaned from years of successful strategy planning and execution. business unknown coursera course strategy implementation strategy formulation business strategy business hypothesis testing business management marketing entrepreneurship
Strategic Procurement and Sourcing Conclusions,https://www.coursera.org/learn/procurement-sourcing-conclusions?specialization=procurement-sourcing,This course will be the final course in the Global Procurement and Sourcing Specialization.,Business,Unknown,4.8,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",strategic procurement and sourcing conclusions this course will be the final course in the global procurement and sourcing specialization. business unknown coursera course business management marketing entrepreneurship
Strategic Self-Marketing and Personal Branding,https://www.coursera.org/learn/self-marketing?specialization=career-brand-management,"In this course, you will learn how to use strategic marketing and personal branding techniques for designing, enhancing, and promoting your professional image. Acting as ""your own Chief Executive Officer"" (P. Drucker), you will learn how to use relationship and network marketing and impression management to showcase your skills to prospective employers, colleagues, supervisors, and other interested parties. This course will help you to:",Personal Development,Unknown,4.4,Coursera,Course,"Self-Assessment, Skills Management, strategy, Personal Branding, Competitiveness","Personal Development, Career Development",strategic self-marketing and personal branding in this course you will learn how to use strategic marketing and personal branding techniques for designing enhancing and promoting your professional image. acting as your own chief executive officer p. drucker you will learn how to use relationship and network marketing and impression management to showcase your skills to prospective employers colleagues supervisors and other interested parties. this course will help you to personal development unknown coursera course self-assessment skills management strategy personal branding competitiveness personal development career development
Strategic Sourcing,https://www.coursera.org/learn/strategic-sourcing?specialization=procurement-sourcing,"This course will provide a detailed overview of a Strategic Sourcing Process (7 step Process): Profile the Category, Develop a Category Sourcing Strategy, Generate Supplier Profile, Choose Competitive Selection or Supplier Development, Select Supplier(s) and Negotiate, Implement, Continuous Improvement/Supplier Relationship Management",Business,Unknown,4.7,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",strategic sourcing this course will provide a detailed overview of a strategic sourcing process 7 step process profile the category develop a category sourcing strategy generate supplier profile choose competitive selection or supplier development select supplier s and negotiate implement continuous improvement supplier relationship management business unknown coursera course business management marketing entrepreneurship
Strategic Thinking,https://www.coursera.org/learn/strategicthinking?specialization=strategicthinkingforeveryone,"Planning will get you far, but only if you know what you’re planning for. To think strategically, you need to analyze insights and evaluate possible scenarios before building that strategy. It’s possible to eliminate some uncertainties and identify trends, but you need the right process. You’ll have to gain insights first, and then take a long look at what you have. With all the right information, you can start to make informed decisions about your next steps.",Personal Development,Unknown,,Coursera,Course,,"Personal Development, Career Development",strategic thinking planning will get you far but only if you know what you re planning for. to think strategically you need to analyze insights and evaluate possible scenarios before building that strategy. it s possible to eliminate some uncertainties and identify trends but you need the right process. you ll have to gain insights first and then take a long look at what you have. with all the right information you can start to make informed decisions about your next steps. personal development unknown coursera course personal development career development
Strategic Thinking for Everyone Specialization,https://www.coursera.org/specializations/strategicthinkingforeveryone,"Strategic Thinking for Everyone. Do you want to see the possible futures ahead of you? Do you struggle with planning for those scenarios or getting and sharing the right information about them? Do you want to make yourself more influential and reach your goals easier? In this Strategic Thinking specialization, learn to imagine and plan for future scenarios, identify relevant data about them and choose the optimal approach in your interactions.",Personal Development,Unknown,,Coursera,Specialization,"Soft skills, Professional Skills, Imagining the future with a frame, Regaining power over the future, Harnessing imagination in scenarios, Asking the right questions, Getting the most of data you collect, Collecting data with a hypothesis, Sharing new insights from data","Personal Development, Career Development",strategic thinking for everyone specialization strategic thinking for everyone. do you want to see the possible futures ahead of you do you struggle with planning for those scenarios or getting and sharing the right information about them do you want to make yourself more influential and reach your goals easier in this strategic thinking specialization learn to imagine and plan for future scenarios identify relevant data about them and choose the optimal approach in your interactions. personal development unknown coursera specialization soft skills professional skills imagining the future with a frame regaining power over the future harnessing imagination in scenarios asking the right questions getting the most of data you collect collecting data with a hypothesis sharing new insights from data personal development career development
Strategy Formulation,https://www.coursera.org/learn/strategy-formulation?specialization=strategic-management,"The purpose of this course is to present, analyze and discuss the different facets of business strategy formulation. Emphasizing that strategy can be seen as a unified theme that provides coherence and direction to the actions and decisions of a firm, we will cover a variety of business strategy topics concerned with firm positioning in the context of different markets, industries and locations.",Business,Unknown,4.5,Coursera,Course,"Strategic Management, Decision-Making, Strategic Thinking, Business Strategy","Business, Management, Marketing, Entrepreneurship",strategy formulation the purpose of this course is to present analyze and discuss the different facets of business strategy formulation. emphasizing that strategy can be seen as a unified theme that provides coherence and direction to the actions and decisions of a firm we will cover a variety of business strategy topics concerned with firm positioning in the context of different markets industries and locations. business unknown coursera course strategic management decision-making strategic thinking business strategy business management marketing entrepreneurship
Strategy Implementation,https://www.coursera.org/learn/strategy-implementation?specialization=strategic-management,Even a thoroughly developed business strategy may fail if you don't pay enough attention to its implementation. This rings particularly true with strategies based on innovation or implemented in complex or fast-changing environments.,Business,Unknown,4.6,Coursera,Course,"Strategic Management, Strategy Implementation, Performance Management, Strategic Planning","Business, Management, Marketing, Entrepreneurship",strategy implementation even a thoroughly developed business strategy may fail if you don t pay enough attention to its implementation. this rings particularly true with strategies based on innovation or implemented in complex or fast-changing environments. business unknown coursera course strategic management strategy implementation performance management strategic planning business management marketing entrepreneurship
Structure: Building the Frame for Business Growth,https://www.coursera.org/learn/business-structure?specialization=start-your-own-business,Just like when building a house the foundation for your business provides the framework for success. A business built on weak structure will struggle to succeed. We'll address some of the most pressing issues that you as a business owner must face while constructing the proper framework for your business.,Business,Unknown,4.8,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",structure building the frame for business growth just like when building a house the foundation for your business provides the framework for success. a business built on weak structure will struggle to succeed. we ll address some of the most pressing issues that you as a business owner must face while constructing the proper framework for your business. business unknown coursera course business management marketing entrepreneurship
Successful Interviewing,https://www.coursera.org/learn/successful-interviewing?specialization=english-interview-resume,"The goal of hiring managers is not just to hire people who need a job. It’s to hire people who believe in their organization, its mission and the work that’s involved in the job position. Every hiring manager knows: Hire people to do a job and they’ll work for your money. Hire people who believe in the work and they’ll work for their passion.",Language Learning,Unknown,4.6,Coursera,Course,,"Languages, Linguistics, Communication",successful interviewing the goal of hiring managers is not just to hire people who need a job. it s to hire people who believe in their organization its mission and the work that s involved in the job position. every hiring manager knows hire people to do a job and they ll work for your money. hire people who believe in the work and they ll work for their passion. language learning unknown coursera course languages linguistics communication
Successful Presentation,https://www.coursera.org/learn/presentation-skills?specialization=effective-business-communication,"Few kinds of communication can have the effect of a powerful presentation. Even a short speech can motivate people to change long-held beliefs or to take action, and a wonderfully delivered speech can transform a normal person into a leader.",Business,Unknown,4.8,Coursera,Course,"Communication, Business Writing, Presentation, Public Speaking","Business, Management, Marketing, Entrepreneurship",successful presentation few kinds of communication can have the effect of a powerful presentation. even a short speech can motivate people to change long-held beliefs or to take action and a wonderfully delivered speech can transform a normal person into a leader. business unknown coursera course communication business writing presentation public speaking business management marketing entrepreneurship
Suicide Prevention,https://www.coursera.org/learn/suicide-prevention,"This course will explore the science of suicide research, prevention, and intervention. The field of suicide research is young and knowledge is rapidly changing. Topics will include terminology, epidemiology, historical and contemporary theories of suicide, modern approaches to suicide research, empirically supported approaches to prevention and intervention, the lived experiences of those with suicidal thoughts and attempts. Note: this course is not designed to address personal experiences with suicidal thoughts, suicide loss, or mental illness nor will it address assessing suicide risk among friends or family members. If you are thinking about suicide or are worried about someone else – please contact your local suicide prevention crisis center as soon as possible. Your life matters and help is available.",Personal Development,Unknown,4.6,Coursera,Course,,"Personal Development, Career Development",suicide prevention this course will explore the science of suicide research prevention and intervention. the field of suicide research is young and knowledge is rapidly changing. topics will include terminology epidemiology historical and contemporary theories of suicide modern approaches to suicide research empirically supported approaches to prevention and intervention the lived experiences of those with suicidal thoughts and attempts. note this course is not designed to address personal experiences with suicidal thoughts suicide loss or mental illness nor will it address assessing suicide risk among friends or family members. if you are thinking about suicide or are worried about someone else please contact your local suicide prevention crisis center as soon as possible. your life matters and help is available. personal development unknown coursera course personal development career development
Superbosses: Managing Talent & Leadership,https://www.coursera.org/learn/superbosses?specialization=strategic-leadership-impact-change-decision-making,"How can a company thrive for the long term? It always comes down to people: finding talented people, retaining those people, and doing it continuously. In this course, Professor Sydney Finkelstein will teach participants how to support and leverage their biggest asset, the people around them. By learning to find world-class talent and help them move forward in their career, you will learn to build success for your organization and yourself. Using examples like the NFL’s Bill Walsh, the Slow Food Movement’s Alice Waters, and fashion’s Ralph Lauren, Professor Finkelstein shows that superbosses can be found across industries and up and down the org chart—and teaches us to find the superboss within.",Business,Unknown,4.9,Coursera,Course,"People Development, Influencing, Leadership And Management, Leadership Development, Growth Strategies","Business, Management, Marketing, Entrepreneurship",superbosses managing talent & leadership how can a company thrive for the long term it always comes down to people finding talented people retaining those people and doing it continuously. in this course professor sydney finkelstein will teach participants how to support and leverage their biggest asset the people around them. by learning to find world-class talent and help them move forward in their career you will learn to build success for your organization and yourself. using examples like the nfl s bill walsh the slow food movement s alice waters and fashion s ralph lauren professor finkelstein shows that superbosses can be found across industries and up and down the org chart and teaches us to find the superboss within. business unknown coursera course people development influencing leadership and management leadership development growth strategies business management marketing entrepreneurship
Supervised Machine Learning: Classification,https://www.coursera.org/learn/supervised-machine-learning-classification?specialization=ibm-intro-machine-learning,"This course introduces you to one of the main types of modeling families of supervised Machine Learning: Classification. You will learn how to train predictive models to classify categorical outcomes and how to use error metrics to compare across different models. The hands-on section of this course focuses on using best practices for classification, including train and test splits, and handling data sets with unbalanced classes.",Data Science,Unknown,4.8,Coursera,Course,"Decision Tree, Ensemble Learning, Classification Algorithms, Supervised Learning, Machine Learning (ML) Algorithms","Data Science, Computer Science, Mathematics, Statistics",supervised machine learning classification this course introduces you to one of the main types of modeling families of supervised machine learning classification. you will learn how to train predictive models to classify categorical outcomes and how to use error metrics to compare across different models. the hands-on section of this course focuses on using best practices for classification including train and test splits and handling data sets with unbalanced classes. data science unknown coursera course decision tree ensemble learning classification algorithms supervised learning machine learning ml algorithms data science computer science mathematics statistics
Supervised Machine Learning: Regression,https://www.coursera.org/learn/supervised-machine-learning-regression?specialization=ibm-intro-machine-learning,"This course introduces you to one of the main types of modelling families of supervised Machine Learning: Regression. You will learn how to train regression models to predict continuous outcomes and how to use error metrics to compare across different models. This course also walks you through best practices, including train and test splits, and regularization techniques.",Data Science,Unknown,4.7,Coursera,Course,"Regression Analysis, Supervised Learning, Linear Regression, Ridge Regression, Machine Learning (ML) Algorithms","Data Science, Computer Science, Mathematics, Statistics",supervised machine learning regression this course introduces you to one of the main types of modelling families of supervised machine learning regression. you will learn how to train regression models to predict continuous outcomes and how to use error metrics to compare across different models. this course also walks you through best practices including train and test splits and regularization techniques. data science unknown coursera course regression analysis supervised learning linear regression ridge regression machine learning ml algorithms data science computer science mathematics statistics
Supervised Machine Learning: Regression and Classification,https://www.coursera.org/learn/machine-learning,"In the first course of the Machine Learning Specialization, you will:",Data Science,Unknown,4.9,Coursera,Course,"Regularization to Avoid Overfitting, Gradient Descent, Supervised Learning, Linear Regression, Logistic Regression for Classification","Data Science, Computer Science, Mathematics, Statistics",supervised machine learning regression and classification in the first course of the machine learning specialization you will data science unknown coursera course regularization to avoid overfitting gradient descent supervised learning linear regression logistic regression for classification data science computer science mathematics statistics
Supplier Management,https://www.coursera.org/learn/supplier-management?specialization=procurement-sourcing,"This course will cover Supplier Selection and Evaluation, Contract Management, Quality & Risk Management, and Ethics.",Business,Unknown,4.7,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",supplier management this course will cover supplier selection and evaluation contract management quality & risk management and ethics. business unknown coursera course business management marketing entrepreneurship
Supply Chain Analytics Essentials,https://www.coursera.org/learn/supply-chain-analytics-essentials?specialization=supply-chain-analytics,Welcome to Supply Chain Analytics - an exciting area that is in high demand!,Business,Unknown,4.5,Coursera,Course,"Data Analysis, Supply Chain, job intelligence","Business, Management, Marketing, Entrepreneurship",supply chain analytics essentials welcome to supply chain analytics - an exciting area that is in high demand business unknown coursera course data analysis supply chain job intelligence business management marketing entrepreneurship
Supply Chain Analytics Specialization,https://www.coursera.org/specializations/supply-chain-analytics,Launch Your Career in Supply Chain Analytics. Master Data-Driven Tools to Improve Supply Chain Performance,Business,Unknown,4.5,Coursera,Specialization,"Data Analysis, Supply Chain, Business Intelligence, Demand and Supply Planning, job intelligence, Management Consulting, Benchmarking, Competitive Analysis, Model Selection Validation Improvement, Regression Analysis, Demand Planning and Forecasting, Data Visualization (DataViz)","Business, Management, Marketing, Entrepreneurship",supply chain analytics specialization launch your career in supply chain analytics. master data-driven tools to improve supply chain performance business unknown coursera specialization data analysis supply chain business intelligence demand and supply planning job intelligence management consulting benchmarking competitive analysis model selection validation improvement regression analysis demand planning and forecasting data visualization dataviz business management marketing entrepreneurship
Supply Chain Finance and Blockchain Technology Specialization,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,"Master Supply Chain Finance & Blockchain. Learn how to assess, sell and implement Supply Chain Finance programs using cutting edge technology.",Business,Unknown,4.6,Coursera,Specialization,"Blockchain Technology Implementation, Foreign Currency Risk Management, Accounts Receivable Management, Accounts Payable Management, Trade Finance Management, Marketing Supply Chain Finance Services, Designing a Supply Chain Finance Program, Risk Management of Supply Chain Finance, Financial Innovation, Blockchain Implementation in Supply Chain Finance, APIs for Trade Finance, Managing Accounts Receivable and Accounts Payable with Blockchain","Business, Management, Marketing, Entrepreneurship",supply chain finance and blockchain technology specialization master supply chain finance & blockchain. learn how to assess sell and implement supply chain finance programs using cutting edge technology. business unknown coursera specialization blockchain technology implementation foreign currency risk management accounts receivable management accounts payable management trade finance management marketing supply chain finance services designing a supply chain finance program risk management of supply chain finance financial innovation blockchain implementation in supply chain finance apis for trade finance managing accounts receivable and accounts payable with blockchain business management marketing entrepreneurship
Supply Chain Finance Market and Fintech Ecosystem,https://www.coursera.org/learn/supply-chain-finance-market-fintech-ecosystem?specialization=supply-chain-finance-and-blockchain-technology,"This course provides an in-depth understanding of the Supply Chain Finance market including insights on the potential and current market size, market penetration, growth, and distribution. You’ll be introduced to the four distinctive groups serving the Supply Chain Finance market and learn about the main stakeholders and market participants in a Supply Chain Finance program. By the end of the course, you’ll have reviewed the key trends and upcoming risks affecting Supply Chain Finance and gained a deeper understanding of the key challenges in the market amongst corporate clients, banks, non-bank financiers and technology service providers.",Business,Unknown,4.5,Coursera,Course,"Marketing Supply Chain Finance Services, Risk Management of Supply Chain Finance","Business, Management, Marketing, Entrepreneurship",supply chain finance market and fintech ecosystem this course provides an in-depth understanding of the supply chain finance market including insights on the potential and current market size market penetration growth and distribution. you ll be introduced to the four distinctive groups serving the supply chain finance market and learn about the main stakeholders and market participants in a supply chain finance program. by the end of the course you ll have reviewed the key trends and upcoming risks affecting supply chain finance and gained a deeper understanding of the key challenges in the market amongst corporate clients banks non-bank financiers and technology service providers. business unknown coursera course marketing supply chain finance services risk management of supply chain finance business management marketing entrepreneurship
Supply Chain Management Specialization,https://www.coursera.org/specializations/supply-chain-management,"Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, Sourcing, and Strategy",Business,Unknown,4.8,Coursera,Specialization,"Forecasting, Logistics, Supply Chain, Lean Six Sigma, Supply Chain Risk Management, Warehouse Management, Logistics Planning, Inventory, Six Sigma, Microsoft Excel, Planning, Demand Forecasting","Business, Management, Marketing, Entrepreneurship",supply chain management specialization supply chain management. master the fundamentals logistics operations planning sourcing and strategy business unknown coursera specialization forecasting logistics supply chain lean six sigma supply chain risk management warehouse management logistics planning inventory six sigma microsoft excel planning demand forecasting business management marketing entrepreneurship
Supply Chain Management Strategy,https://www.coursera.org/learn/supply-chain-management-strategy?specialization=supply-chain-management,"Have you ever wondered what it takes to manage a successful supply chain? It all comes down to the right strategy. Supply Chain Management Strategy is the indispensable direction for managing a successful supply chain. This course is the capstone of the Supply Chain Management specialization. While, it is strongly recommended that you take all courses in this specialization, you do not have to if you believe you already have those skills. You will use the tools acquired in the previous four courses to create a supply chain management strategy in a real-life case scenario. At the completion of this course you will have shown mastery of the tools and techniques to successfully manage a complex network of companies that we call the supply chain.",Business,Unknown,4.8,Coursera,Course,"Supply Chain Strategy, Supply Chain Risk Management, Supply Chain","Business, Management, Marketing, Entrepreneurship",supply chain management strategy have you ever wondered what it takes to manage a successful supply chain it all comes down to the right strategy. supply chain management strategy is the indispensable direction for managing a successful supply chain. this course is the capstone of the supply chain management specialization. while it is strongly recommended that you take all courses in this specialization you do not have to if you believe you already have those skills. you will use the tools acquired in the previous four courses to create a supply chain management strategy in a real-life case scenario. at the completion of this course you will have shown mastery of the tools and techniques to successfully manage a complex network of companies that we call the supply chain. business unknown coursera course supply chain strategy supply chain risk management supply chain business management marketing entrepreneurship
Supply Chain Optimization,https://www.coursera.org/learn/supply-chain-optimization?specialization=leverage-data-science-agile-supply-chain,"Optimization is an important piece of an agile supply chain. In this course, we will explore the components of optimization and how to set up an optimization problem in Excel. We will also practice capacity and resource optimization and explore examples of both in the supply chain. Building off of our optimization practice, we will next learn how to use a Monte Carlo simulation to make the least risky decision in uncertain supply chain situations. Finally, we will combine our skills from this and the previous two courses to build a demand and inventory snapshot and optimize it, using a Monte Carlo simulation, to mitigate risks in the supply chain.",Business,Unknown,,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",supply chain optimization optimization is an important piece of an agile supply chain. in this course we will explore the components of optimization and how to set up an optimization problem in excel. we will also practice capacity and resource optimization and explore examples of both in the supply chain. building off of our optimization practice we will next learn how to use a monte carlo simulation to make the least risky decision in uncertain supply chain situations. finally we will combine our skills from this and the previous two courses to build a demand and inventory snapshot and optimize it using a monte carlo simulation to mitigate risks in the supply chain. business unknown coursera course business management marketing entrepreneurship
Supply Chain Planning,https://www.coursera.org/learn/planning?specialization=supply-chain-management,"Have you ever wondered how companies know how much to produce in advance so that they do not make too much or too little? Matching supply and demand requires planning. This course introduces you to the exciting area of supply chain planning. Part of a broader specialization on Supply Chain Management, you will master different forecasting techniques, essential for building a Sales and Operations Plan. At the completion of this course you will have the tools and techniques to analyze demand data, construct different forecasting techniques, and choose the most suitable one for projecting future demand.",Business,Unknown,4.7,Coursera,Course,"Forecasting, Microsoft Excel, Planning, Demand Forecasting","Business, Management, Marketing, Entrepreneurship",supply chain planning have you ever wondered how companies know how much to produce in advance so that they do not make too much or too little matching supply and demand requires planning. this course introduces you to the exciting area of supply chain planning. part of a broader specialization on supply chain management you will master different forecasting techniques essential for building a sales and operations plan. at the completion of this course you will have the tools and techniques to analyze demand data construct different forecasting techniques and choose the most suitable one for projecting future demand. business unknown coursera course forecasting microsoft excel planning demand forecasting business management marketing entrepreneurship
Supply Chain Sourcing,https://www.coursera.org/learn/sourcing?specialization=supply-chain-management,"Have you ever wondered how companies manage relationships with their thousands of suppliers? Sourcing is an important part of managing a successful supply chain. This course introduces you to the exciting area of supply chain sourcing. Part of a broader specialization on Supply Chain Management, you will master the supplier selection process and supplier segmentation. At the completion of this course you will have the tools and techniques to find the right vendors and maintain the right relationship with any one of your existing suppliers.",Business,Unknown,4.7,Coursera,Course,"Sourcing Best Practices, Strategic Sourcing, Supply Chain Sourcing, Supply Chain","Business, Management, Marketing, Entrepreneurship",supply chain sourcing have you ever wondered how companies manage relationships with their thousands of suppliers sourcing is an important part of managing a successful supply chain. this course introduces you to the exciting area of supply chain sourcing. part of a broader specialization on supply chain management you will master the supplier selection process and supplier segmentation. at the completion of this course you will have the tools and techniques to find the right vendors and maintain the right relationship with any one of your existing suppliers. business unknown coursera course sourcing best practices strategic sourcing supply chain sourcing supply chain business management marketing entrepreneurship
Supply Market Analysis,https://www.coursera.org/learn/supply-market-analysis?specialization=procurement-sourcing,"In this course you will learn some tools to evaluate supply markets from a Strategic level (e.g. Macro) (PESTLE) to Tactical level (e.g. Industry) (Supply Market Segmentation, Five Forces, Supply Chain Mapping) to Operational Level (Supplier) (Informational Sources, SWOT, Financial Analysis)",Business,Unknown,4.8,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",supply market analysis in this course you will learn some tools to evaluate supply markets from a strategic level e.g. macro pestle to tactical level e.g. industry supply market segmentation five forces supply chain mapping to operational level supplier informational sources swot financial analysis business unknown coursera course business management marketing entrepreneurship
Supporting Families and Caregivers,https://www.coursera.org/learn/supporting-families-and-caregivers?specialization=palliative-care-always,"This course takes a deep dive into the challenges families and friends of a patient with serious illness face and how you can care for and support them as a provider, social worker or family friend. Supporting Families and Caregivers especially focuses on the children of a patient with serious illness and their caregiver, and teaches you the best way to empower them to get the support they need. By the end of this course, you will be able to provide critical avenues of support for the people who are instrumental to your patients care, wellbeing and quality of life.",Health,Unknown,4.2,Coursera,Course,"Caregiver Support, Palliative Care, Psychosocial Support, Child Guidance","Health Sciences, Medicine, Nursing",supporting families and caregivers this course takes a deep dive into the challenges families and friends of a patient with serious illness face and how you can care for and support them as a provider social worker or family friend. supporting families and caregivers especially focuses on the children of a patient with serious illness and their caregiver and teaches you the best way to empower them to get the support they need. by the end of this course you will be able to provide critical avenues of support for the people who are instrumental to your patients care wellbeing and quality of life. health unknown coursera course caregiver support palliative care psychosocial support child guidance health sciences medicine nursing
Supporting Parents of a Newborn Baby,https://www.coursera.org/learn/supporting-parents-newborn-baby?specialization=newborn-baby-care,"In this course, you will learn some core components in supporting parents of newborn babies. The Supporting Parents of Newborn Babies Course will teach you best practices for what to expect in the newborn exam and how to best support parents, partners, and other caregivers. This course examines post-partum depression, early bonding, and touch. This course introduces the important role of supportive partners and parents, in varied households, and what that support looks like. With every household as different, how can we effectively provide support as partners, fathers, co-parents, grandparents, and other guardians? As example, what are special considerations in adoption? We wrap the Newborn Baby Care four course specialization with a guest appearance by a newborn baby, and a live Skills examination performed by course instructor, Dr. Mary Kohn.",Health,Unknown,4.9,Coursera,Course,,"Health Sciences, Medicine, Nursing",supporting parents of a newborn baby in this course you will learn some core components in supporting parents of newborn babies. the supporting parents of newborn babies course will teach you best practices for what to expect in the newborn exam and how to best support parents partners and other caregivers. this course examines post-partum depression early bonding and touch. this course introduces the important role of supportive partners and parents in varied households and what that support looks like. with every household as different how can we effectively provide support as partners fathers co-parents grandparents and other guardians as example what are special considerations in adoption we wrap the newborn baby care four course specialization with a guest appearance by a newborn baby and a live skills examination performed by course instructor dr. mary kohn. health unknown coursera course health sciences medicine nursing
"Surveillance Systems: Analysis, Dissemination, and Special Systems",https://www.coursera.org/learn/epidemiology-surveillance-systems-analysis?specialization=professional-epidemiology,"In this course, we'll build on the previous lessons in this specialization to focus on some very specific skills related to public health surveillance. We'll learn how to get the most out of surveillance data analysis, focusing specifically on interpreting time trend data to detect temporal aberrations as well as person, place, and time in the context of surveillance data. We'll also explore strategies for the presentation of surveillance data and some of the complex legal elements that affect its use. We'll then turn our attention to surveillance of non-communicable chronic diseases and how the data can be used to support prevention efforts. Finally, we'll explore special surveillance systems, such as syndromic surveillance, antimicrobial resistance, and event-related surveillance. This course is designed for public health practitioners with a focus on those working on health surveillance in municipal, regional, state, provincial, or even national public health agencies. We really think that this course will help those with an interest in health surveillance to see which approaches are used in actual practice of public health.",Health,Unknown,4.7,Coursera,Course,"Data Collection, Data Analysis, Epidemiology, Disease Surveillance","Health Sciences, Medicine, Nursing",surveillance systems analysis dissemination and special systems in this course we ll build on the previous lessons in this specialization to focus on some very specific skills related to public health surveillance. we ll learn how to get the most out of surveillance data analysis focusing specifically on interpreting time trend data to detect temporal aberrations as well as person place and time in the context of surveillance data. we ll also explore strategies for the presentation of surveillance data and some of the complex legal elements that affect its use. we ll then turn our attention to surveillance of non-communicable chronic diseases and how the data can be used to support prevention efforts. finally we ll explore special surveillance systems such as syndromic surveillance antimicrobial resistance and event-related surveillance. this course is designed for public health practitioners with a focus on those working on health surveillance in municipal regional state provincial or even national public health agencies. we really think that this course will help those with an interest in health surveillance to see which approaches are used in actual practice of public health. health unknown coursera course data collection data analysis epidemiology disease surveillance health sciences medicine nursing
